opportunity_id,title,organization,category,domain,description,min_cgpa,max_cgpa,eligible_years,eligible_branches,eligible_degrees,age_min,age_max,nationality,gender_requirement,required_skills,preferred_skills,technical_skills,soft_skills,required_experience,certifications_required,projects_required,location,city,work_mode,start_date,end_date,deadline,duration,stipend,funding_amount,benefits,certificate,mentorship,placement_opportunity,career_impact,application_url,contact_email,last_verified,status
152,Entrepreneurship Opportunity 152,CommunitySampleOrg152,Government Grant,Entrepreneurship,Government Grant in Entrepreneurship for student development,7.0,NA,1,All,UG,18,NA,Any,Any,Cybersecurity|AWS,Kubernetes|Android,Cybersecurity|AWS,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Delhi,Remote,2027-02-09,2027-04-12,2026-11-25,9 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/152,contact152@sampleorg.example,2026-09-04,Closed
153,Sustainability Opportunity 153,CommunitySampleOrg153,Public Sector Internship,Sustainability,Public Sector Internship in Sustainability for student development,7.5,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,India,Any,Linux|Azure,Flutter|React,Linux|Azure,Communication|Teamwork|Problem Solving,None,NA,Yes,India,Mumbai,On-site,2027-02-10,2027-04-14,2026-11-25,10 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,Yes,High,https://sample-opportunities.example/opportunity/153,contact153@sampleorg.example,2026-09-04,Open
154,Competitive Programming Opportunity 154,CommunitySampleOrg154,Private Internship,Competitive Programming,Private Internship in Competitive Programming for student development,8.0,NA,3|4,All Engineering,BTech|BE,18,NA,International,Any,Networking|Docker,Kotlin|Node.js,Networking|Docker,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,Hyderabad,Hybrid,2027-02-11,2027-04-16,2026-11-26,11 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,Yes,Medium,https://sample-opportunities.example/opportunity/154,contact154@sampleorg.example,2026-09-04,Upcoming
155,Artificial Intelligence Opportunity 155,CommunitySampleOrg155,Technology Internship,Artificial Intelligence,Technology Internship in Artificial Intelligence for student development,NA,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,Any,Any,AWS|Kubernetes,Android|MongoDB,AWS|Kubernetes,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,NA,Online,2027-02-12,2027-04-18,2026-11-26,12 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,Yes,Low,https://sample-opportunities.example/opportunity/155,contact155@sampleorg.example,2026-09-04,Closed
156,Machine Learning Opportunity 156,CommunitySampleOrg156,Research Internship,Machine Learning,Research Internship in Machine Learning for student development,6.0,NA,1,All,UG,18,NA,India,Any,Azure|Flutter,React|Figma,Azure|Flutter,Communication|Teamwork|Problem Solving,None,NA,No,India,Bengaluru,Remote,2027-02-13,2027-04-20,2026-11-27,1 Months,NA,NA,Certificate|Mentorship,Yes,Yes,Yes,High,https://sample-opportunities.example/opportunity/156,contact156@sampleorg.example,2026-09-04,Open
157,Data Science Opportunity 157,CommunitySampleOrg157,Scholarship,Data Science,Scholarship in Data Science for student development,7.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,International,Any,Docker|Kotlin,Node.js|IoT,Docker|Kotlin,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Delhi,On-site,2027-02-14,2027-04-22,2026-11-27,2 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,Medium,https://sample-opportunities.example/opportunity/157,contact157@sampleorg.example,2026-09-04,Upcoming
158,Web Development Opportunity 158,CommunitySampleOrg158,Fellowship,Web Development,Fellowship in Web Development for student development,7.5,NA,3|4,All Engineering,BTech|BE,18,NA,Any,Any,Kubernetes|Android,MongoDB|Arduino,Kubernetes|Android,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Mumbai,Hybrid,2027-02-15,2027-04-24,2026-11-28,3 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/158,contact158@sampleorg.example,2026-09-04,Closed
159,Mobile Development Opportunity 159,CommunitySampleOrg159,Hackathon,Mobile Development,Hackathon in Mobile Development for student development,8.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,India,Any,Flutter|React,Figma|Blockchain,Flutter|React,Communication|Teamwork|Problem Solving,None,NA,Yes,India,Hyderabad,Online,2027-02-16,2027-04-26,2026-11-28,4 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,High,https://sample-opportunities.example/opportunity/159,contact159@sampleorg.example,2026-09-04,Open
160,Software Engineering Opportunity 160,CommunitySampleOrg160,Competition,Software Engineering,Competition in Software Engineering for student development,NA,NA,1,All,UG,18,NA,International,Any,Kotlin|Node.js,IoT|Solidity,Kotlin|Node.js,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,NA,Remote,2027-02-17,2027-04-28,2026-11-29,5 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Medium,https://sample-opportunities.example/opportunity/160,contact160@sampleorg.example,2026-09-04,Upcoming
161,Cybersecurity Opportunity 161,CommunitySampleOrg161,Grant,Cybersecurity,Grant in Cybersecurity for student development,6.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,Any,Any,Android|MongoDB,Arduino|Research,Android|MongoDB,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,Bengaluru,On-site,2027-02-18,2027-04-30,2026-11-29,6 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,Low,https://sample-opportunities.example/opportunity/161,contact161@sampleorg.example,2026-09-04,Closed
162,Cloud Computing Opportunity 162,CommunitySampleOrg162,Exchange Program,Cloud Computing,Exchange Program in Cloud Computing for student development,7.0,NA,3|4,All Engineering,BTech|BE,18,NA,India,Any,React|Figma,Blockchain|Data Analysis,React|Figma,Communication|Teamwork|Problem Solving,None,NA,No,India,Delhi,Hybrid,2027-02-19,2027-05-02,2026-11-30,7 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,High,https://sample-opportunities.example/opportunity/162,contact162@sampleorg.example,2026-09-04,Open
163,DevOps Opportunity 163,CommunitySampleOrg163,Certification,DevOps,Certification in DevOps for student development,7.5,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,International,Any,Node.js|IoT,Solidity|Python,Node.js|IoT,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Mumbai,Online,2027-02-20,2027-05-04,2026-11-30,8 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,Medium,https://sample-opportunities.example/opportunity/163,contact163@sampleorg.example,2026-09-04,Upcoming
164,Blockchain Opportunity 164,CommunitySampleOrg164,Apprenticeship,Blockchain,Apprenticeship in Blockchain for student development,8.0,NA,1,All,UG,18,NA,Any,Any,MongoDB|Arduino,Research|C,MongoDB|Arduino,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Hyderabad,Remote,2027-02-21,2027-05-06,2026-12-01,9 Months,NA,NA,Certificate|Mentorship,Yes,Yes,Yes,Low,https://sample-opportunities.example/opportunity/164,contact164@sampleorg.example,2026-09-04,Closed
165,Robotics Opportunity 165,CommunitySampleOrg165,Training Program,Robotics,Training Program in Robotics for student development,NA,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,India,Any,Figma|Blockchain,Data Analysis|C++,Figma|Blockchain,Communication|Teamwork|Problem Solving,None,NA,Yes,India,NA,On-site,2027-02-22,2027-05-08,2026-12-01,10 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,High,https://sample-opportunities.example/opportunity/165,contact165@sampleorg.example,2026-09-04,Open
166,Internet of Things Opportunity 166,CommunitySampleOrg166,Entrepreneurship Program,Internet of Things,Entrepreneurship Program in Internet of Things for student development,6.0,NA,3|4,All Engineering,BTech|BE,18,NA,International,Any,IoT|Solidity,Python|Java,IoT|Solidity,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,Bengaluru,Hybrid,2027-02-23,2027-05-10,2026-12-02,11 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,Medium,https://sample-opportunities.example/opportunity/166,contact166@sampleorg.example,2026-09-04,Upcoming
167,Computer Vision Opportunity 167,CommunitySampleOrg167,Workshop,Computer Vision,Workshop in Computer Vision for student development,7.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,Any,Any,Arduino|Research,C|JavaScript,Arduino|Research,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,Delhi,Online,2027-02-24,2027-05-12,2026-12-02,12 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,Low,https://sample-opportunities.example/opportunity/167,contact167@sampleorg.example,2026-09-04,Closed
168,Natural Language Processing Opportunity 168,CommunitySampleOrg168,Open Source Program,Natural Language Processing,Open Source Program in Natural Language Processing for student development,7.5,NA,1,All,UG,18,NA,India,Any,Blockchain|Data Analysis,C++|HTML,Blockchain|Data Analysis,Communication|Teamwork|Problem Solving,None,NA,No,India,Mumbai,Remote,2027-02-25,2027-05-14,2026-12-03,1 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,High,https://sample-opportunities.example/opportunity/168,contact168@sampleorg.example,2026-09-04,Open
169,FinTech Opportunity 169,CommunitySampleOrg169,Government Internship,FinTech,Government Internship in FinTech for student development,8.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,International,Any,Solidity|Python,Java|CSS,Solidity|Python,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Hyderabad,On-site,2027-02-26,2027-05-16,2026-12-03,2 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,Yes,Medium,https://sample-opportunities.example/opportunity/169,contact169@sampleorg.example,2026-09-04,Upcoming
170,Healthcare Technology Opportunity 170,CommunitySampleOrg170,Government Scholarship,Healthcare Technology,Government Scholarship in Healthcare Technology for student development,NA,NA,3|4,All Engineering,BTech|BE,18,NA,Any,Any,Research|C,JavaScript|SQL,Research|C,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,NA,Hybrid,2027-02-27,2027-05-18,2026-12-04,3 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/170,contact170@sampleorg.example,2026-09-04,Closed
171,EdTech Opportunity 171,CommunitySampleOrg171,Government Fellowship,EdTech,Government Fellowship in EdTech for student development,6.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,India,Any,Data Analysis|C++,HTML|Git,Data Analysis|C++,Communication|Teamwork|Problem Solving,None,NA,Yes,India,Bengaluru,Online,2027-02-28,2027-05-20,2026-12-04,4 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,High,https://sample-opportunities.example/opportunity/171,contact171@sampleorg.example,2026-09-04,Open
172,UI/UX Opportunity 172,CommunitySampleOrg172,Government Program,UI/UX,Government Program in UI/UX for student development,7.0,NA,1,All,UG,18,NA,International,Any,Python|Java,CSS|GitHub,Python|Java,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,Delhi,Remote,2027-03-01,2027-05-22,2026-12-05,5 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Medium,https://sample-opportunities.example/opportunity/172,contact172@sampleorg.example,2026-09-04,Upcoming
173,Research Opportunity 173,CommunitySampleOrg173,Government Research Program,Research,Government Research Program in Research for student development,7.5,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,Any,Any,C|JavaScript,SQL|DSA,C|JavaScript,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,Mumbai,On-site,2027-03-02,2027-05-24,2026-12-05,6 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,Low,https://sample-opportunities.example/opportunity/173,contact173@sampleorg.example,2026-09-04,Closed
174,Entrepreneurship Opportunity 174,CommunitySampleOrg174,Government Skill Development Program,Entrepreneurship,Government Skill Development Program in Entrepreneurship for student development,8.0,NA,3|4,All Engineering,BTech|BE,18,NA,India,Any,C++|HTML,Git|Algorithms,C++|HTML,Communication|Teamwork|Problem Solving,None,NA,No,India,Hyderabad,Hybrid,2027-03-03,2027-05-26,2026-12-06,7 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,High,https://sample-opportunities.example/opportunity/174,contact174@sampleorg.example,2026-09-04,Open
175,Sustainability Opportunity 175,CommunitySampleOrg175,Government Innovation Program,Sustainability,Government Innovation Program in Sustainability for student development,NA,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,International,Any,Java|CSS,GitHub|Machine Learning,Java|CSS,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,NA,Online,2027-03-04,2027-05-28,2026-12-06,8 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,Medium,https://sample-opportunities.example/opportunity/175,contact175@sampleorg.example,2026-09-04,Upcoming
176,Competitive Programming Opportunity 176,CommunitySampleOrg176,Government Grant,Competitive Programming,Government Grant in Competitive Programming for student development,6.0,NA,1,All,UG,18,NA,Any,Any,JavaScript|SQL,DSA|Deep Learning,JavaScript|SQL,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Bengaluru,Remote,2027-03-05,2027-05-30,2026-12-07,9 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/176,contact176@sampleorg.example,2026-09-04,Closed
177,Artificial Intelligence Opportunity 177,CommunitySampleOrg177,Public Sector Internship,Artificial Intelligence,Public Sector Internship in Artificial Intelligence for student development,7.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,India,Any,HTML|Git,Algorithms|Artificial Intelligence,HTML|Git,Communication|Teamwork|Problem Solving,None,NA,Yes,India,Delhi,On-site,2027-03-06,2027-06-01,2026-12-07,10 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,Yes,High,https://sample-opportunities.example/opportunity/177,contact177@sampleorg.example,2026-09-04,Open
178,Machine Learning Opportunity 178,CommunitySampleOrg178,Private Internship,Machine Learning,Private Internship in Machine Learning for student development,7.5,NA,3|4,All Engineering,BTech|BE,18,NA,International,Any,CSS|GitHub,Machine Learning|Data Science,CSS|GitHub,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,Mumbai,Hybrid,2027-03-07,2027-06-03,2026-12-08,11 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,Yes,Medium,https://sample-opportunities.example/opportunity/178,contact178@sampleorg.example,2026-09-04,Upcoming
179,Data Science Opportunity 179,CommunitySampleOrg179,Technology Internship,Data Science,Technology Internship in Data Science for student development,8.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,Any,Any,SQL|DSA,Deep Learning|Statistics,SQL|DSA,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,Hyderabad,Online,2027-03-08,2027-06-05,2026-12-08,12 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,Yes,Low,https://sample-opportunities.example/opportunity/179,contact179@sampleorg.example,2026-09-04,Closed
180,Web Development Opportunity 180,CommunitySampleOrg180,Research Internship,Web Development,Research Internship in Web Development for student development,NA,NA,1,All,UG,18,NA,India,Any,Git|Algorithms,Artificial Intelligence|Pandas,Git|Algorithms,Communication|Teamwork|Problem Solving,None,NA,No,India,NA,Remote,2027-03-09,2027-06-07,2026-12-09,1 Months,NA,NA,Certificate|Mentorship,Yes,Yes,Yes,High,https://sample-opportunities.example/opportunity/180,contact180@sampleorg.example,2026-09-04,Open
181,Mobile Development Opportunity 181,CommunitySampleOrg181,Scholarship,Mobile Development,Scholarship in Mobile Development for student development,6.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,International,Any,GitHub|Machine Learning,Data Science|NumPy,GitHub|Machine Learning,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Bengaluru,On-site,2027-03-10,2027-06-09,2026-12-09,2 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,Medium,https://sample-opportunities.example/opportunity/181,contact181@sampleorg.example,2026-09-04,Upcoming
182,Software Engineering Opportunity 182,CommunitySampleOrg182,Fellowship,Software Engineering,Fellowship in Software Engineering for student development,7.0,NA,3|4,All Engineering,BTech|BE,18,NA,Any,Any,DSA|Deep Learning,Statistics|TensorFlow,DSA|Deep Learning,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Delhi,Hybrid,2027-03-11,2027-06-11,2026-12-10,3 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/182,contact182@sampleorg.example,2026-09-04,Closed
183,Cybersecurity Opportunity 183,CommunitySampleOrg183,Hackathon,Cybersecurity,Hackathon in Cybersecurity for student development,7.5,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,India,Any,Algorithms|Artificial Intelligence,Pandas|PyTorch,Algorithms|Artificial Intelligence,Communication|Teamwork|Problem Solving,None,NA,Yes,India,Mumbai,Online,2027-03-12,2027-06-13,2026-12-10,4 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,High,https://sample-opportunities.example/opportunity/183,contact183@sampleorg.example,2026-09-04,Open
184,Cloud Computing Opportunity 184,CommunitySampleOrg184,Competition,Cloud Computing,Competition in Cloud Computing for student development,8.0,NA,1,All,UG,18,NA,International,Any,Machine Learning|Data Science,NumPy|NLP,Machine Learning|Data Science,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,Hyderabad,Remote,2027-03-13,2027-06-15,2026-12-11,5 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Medium,https://sample-opportunities.example/opportunity/184,contact184@sampleorg.example,2026-09-04,Upcoming
185,DevOps Opportunity 185,CommunitySampleOrg185,Grant,DevOps,Grant in DevOps for student development,NA,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,Any,Any,Deep Learning|Statistics,TensorFlow|Computer Vision,Deep Learning|Statistics,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,NA,On-site,2027-03-14,2027-06-17,2026-12-11,6 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,Low,https://sample-opportunities.example/opportunity/185,contact185@sampleorg.example,2026-09-04,Closed
186,Blockchain Opportunity 186,CommunitySampleOrg186,Exchange Program,Blockchain,Exchange Program in Blockchain for student development,6.0,NA,3|4,All Engineering,BTech|BE,18,NA,India,Any,Artificial Intelligence|Pandas,PyTorch|Cybersecurity,Artificial Intelligence|Pandas,Communication|Teamwork|Problem Solving,None,NA,No,India,Bengaluru,Hybrid,2027-03-15,2027-06-19,2026-12-12,7 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,High,https://sample-opportunities.example/opportunity/186,contact186@sampleorg.example,2026-09-04,Open
187,Robotics Opportunity 187,CommunitySampleOrg187,Certification,Robotics,Certification in Robotics for student development,7.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,International,Any,Data Science|NumPy,NLP|Linux,Data Science|NumPy,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Delhi,Online,2027-03-16,2027-06-21,2026-12-12,8 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,Medium,https://sample-opportunities.example/opportunity/187,contact187@sampleorg.example,2026-09-04,Upcoming
188,Internet of Things Opportunity 188,CommunitySampleOrg188,Apprenticeship,Internet of Things,Apprenticeship in Internet of Things for student development,7.5,NA,1,All,UG,18,NA,Any,Any,Statistics|TensorFlow,Computer Vision|Networking,Statistics|TensorFlow,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Mumbai,Remote,2027-03-17,2027-06-23,2026-12-13,9 Months,NA,NA,Certificate|Mentorship,Yes,Yes,Yes,Low,https://sample-opportunities.example/opportunity/188,contact188@sampleorg.example,2026-09-04,Closed
189,Computer Vision Opportunity 189,CommunitySampleOrg189,Training Program,Computer Vision,Training Program in Computer Vision for student development,8.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,India,Any,Pandas|PyTorch,Cybersecurity|AWS,Pandas|PyTorch,Communication|Teamwork|Problem Solving,None,NA,Yes,India,Hyderabad,On-site,2027-03-18,2027-06-25,2026-12-13,10 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,High,https://sample-opportunities.example/opportunity/189,contact189@sampleorg.example,2026-09-04,Open
190,Natural Language Processing Opportunity 190,CommunitySampleOrg190,Entrepreneurship Program,Natural Language Processing,Entrepreneurship Program in Natural Language Processing for student development,NA,NA,3|4,All Engineering,BTech|BE,18,NA,International,Any,NumPy|NLP,Linux|Azure,NumPy|NLP,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,NA,Hybrid,2027-03-19,2027-06-27,2026-12-14,11 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,Medium,https://sample-opportunities.example/opportunity/190,contact190@sampleorg.example,2026-09-04,Upcoming
191,FinTech Opportunity 191,CommunitySampleOrg191,Workshop,FinTech,Workshop in FinTech for student development,6.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,Any,Any,TensorFlow|Computer Vision,Networking|Docker,TensorFlow|Computer Vision,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,Bengaluru,Online,2027-03-20,2027-06-29,2026-12-14,12 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,Low,https://sample-opportunities.example/opportunity/191,contact191@sampleorg.example,2026-09-04,Closed
192,Healthcare Technology Opportunity 192,CommunitySampleOrg192,Open Source Program,Healthcare Technology,Open Source Program in Healthcare Technology for student development,7.0,NA,1,All,UG,18,NA,India,Any,PyTorch|Cybersecurity,AWS|Kubernetes,PyTorch|Cybersecurity,Communication|Teamwork|Problem Solving,None,NA,No,India,Delhi,Remote,2027-03-21,2027-07-01,2026-12-15,1 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,High,https://sample-opportunities.example/opportunity/192,contact192@sampleorg.example,2026-09-04,Open
193,EdTech Opportunity 193,CommunitySampleOrg193,Government Internship,EdTech,Government Internship in EdTech for student development,7.5,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,International,Any,NLP|Linux,Azure|Flutter,NLP|Linux,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Mumbai,On-site,2027-03-22,2027-07-03,2026-12-15,2 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,Yes,Medium,https://sample-opportunities.example/opportunity/193,contact193@sampleorg.example,2026-09-04,Upcoming
194,UI/UX Opportunity 194,CommunitySampleOrg194,Government Scholarship,UI/UX,Government Scholarship in UI/UX for student development,8.0,NA,3|4,All Engineering,BTech|BE,18,NA,Any,Any,Computer Vision|Networking,Docker|Kotlin,Computer Vision|Networking,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,Hyderabad,Hybrid,2027-03-23,2027-07-05,2026-12-16,3 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/194,contact194@sampleorg.example,2026-09-04,Closed
195,Research Opportunity 195,CommunitySampleOrg195,Government Fellowship,Research,Government Fellowship in Research for student development,NA,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,India,Any,Cybersecurity|AWS,Kubernetes|Android,Cybersecurity|AWS,Communication|Teamwork|Problem Solving,None,NA,Yes,India,NA,Online,2027-03-24,2027-07-07,2026-12-16,4 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,High,https://sample-opportunities.example/opportunity/195,contact195@sampleorg.example,2026-09-04,Open
196,Entrepreneurship Opportunity 196,CommunitySampleOrg196,Government Program,Entrepreneurship,Government Program in Entrepreneurship for student development,6.0,NA,1,All,UG,18,NA,International,Any,Linux|Azure,Flutter|React,Linux|Azure,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,No,Online,Bengaluru,Remote,2027-03-25,2027-07-09,2026-12-17,5 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Medium,https://sample-opportunities.example/opportunity/196,contact196@sampleorg.example,2026-09-04,Upcoming
197,Sustainability Opportunity 197,CommunitySampleOrg197,Government Research Program,Sustainability,Government Research Program in Sustainability for student development,7.0,NA,2|3,CSE|IT|AIML,UG|PG,18,NA,Any,Any,Networking|Docker,Kotlin|Node.js,Networking|Docker,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,Yes,International,Delhi,On-site,2027-03-26,2027-07-11,2026-12-17,6 Months,10000 INR/month,50000 INR,Stipend|Certificate|Mentorship,Yes,No,No,Low,https://sample-opportunities.example/opportunity/197,contact197@sampleorg.example,2026-09-04,Closed
198,Competitive Programming Opportunity 198,CommunitySampleOrg198,Government Skill Development Program,Competitive Programming,Government Skill Development Program in Competitive Programming for student development,7.5,NA,3|4,All Engineering,BTech|BE,18,NA,India,Any,AWS|Kubernetes,Android|MongoDB,AWS|Kubernetes,Communication|Teamwork|Problem Solving,None,NA,No,India,Mumbai,Hybrid,2027-03-27,2027-07-13,2026-12-18,7 Months,20000 INR/month,100000 INR,Funding|Networking,Yes,Yes,No,High,https://sample-opportunities.example/opportunity/198,contact198@sampleorg.example,2026-09-04,Open
199,Artificial Intelligence Opportunity 199,CommunitySampleOrg199,Government Innovation Program,Artificial Intelligence,Government Innovation Program in Artificial Intelligence for student development,8.0,NA,1|2|3|4,ECE|EEE|CSE,Any Degree,18,NA,International,Any,Azure|Flutter,React|Figma,Azure|Flutter,Communication|Teamwork|Problem Solving,Basic Experience,NPTEL Preferred,Yes,Online,Hyderabad,Online,2027-03-28,2027-07-15,2026-12-18,8 Months,30000 INR/month,250000 INR,Prize|Certificate,Yes,No,No,Medium,https://sample-opportunities.example/opportunity/199,contact199@sampleorg.example,2026-09-04,Upcoming
200,Machine Learning Opportunity 200,CommunitySampleOrg200,Government Grant,Machine Learning,Government Grant in Machine Learning for student development,NA,NA,1,All,UG,18,NA,Any,Any,Docker|Kotlin,Node.js|IoT,Docker|Kotlin,Communication|Teamwork|Problem Solving,Research Experience,Cloud Certification Preferred,No,International,NA,Remote,2027-03-29,2027-07-17,2026-12-19,9 Months,NA,NA,Certificate|Mentorship,Yes,Yes,No,Low,https://sample-opportunities.example/opportunity/200,contact200@sampleorg.example,2026-09-04,Closed
